Date,Sleep Score,Total Sleep Score,REM Sleep Score,Deep Sleep Score,Sleep Efficiency Score,Restfulness Score,Sleep Latency Score,Sleep Timin Score,Total Sleep Duration,Total Bedtime ,Awake Time,REM Sleep Duration,Light Sleep Duration,Deep Sleep Duration,Restless Sleep,Sleep Efficiency,Sleep Latency,Sleep Timing,Bedtime Start,Bedtime End,Average Resting Heart Rate,Lowest Resting Heart Rate,Average HRV,Temperature Deviation (°C),Temperature Trend Deviation,Respiratory Rate,Activity Score,Stay Active Score,Move Every Hour Score,Meet Daily Targets Score,Training Frequency Score,Training Volume Score,Activity Burn,Total Burn,Steps,Equivalent Walking Distance,Inactive Time,Rest Time,Low Activity Time,Medium Activity Time,High Activity Time,Non-wear Time,Average MET,Long Periods of Inactivity,Readiness Score,Previous Night Score,Sleep Balance Score,Previous Day Activity Score,Activity Balance Score,Temperature Score,Resting Heart Rate Score,HRV Balance Score,Recovery Index Score
5/31/22,63,64,43,59,86,50,75,72,23880,27720,3840,3270,16740,3870,47,86,390,14070,2022-05-31T00:00:32-07:00,2022-05-31T07:42:32-07:00,52.87,48,58,-0.06,0.16,11.75,71,100,100,1,71,91,31,2083,685,474,7740,30300,2220,0,0,46140,1.125,0,75,56,69,None,93,100,100,86,47
6/1/22,69,69,59,46,86,57,97,74,25170,29220,4050,4500,17640,3030,42,86,840,14670,2022-05-31T23:46:44-07:00,2022-06-01T07:53:44-07:00,53.51,48,56,-0.02,0.07,12.375,68,100,100,1,71,73,30,2069,617,476,4320,31380,1140,120,0,49440,1.125,0,81,66,70,100,89,100,83,85,90
6/2/22,67,70,72,48,72,62,54,84,25320,31560,6240,5430,16650,3240,34,80,1920,16200,2022-06-01T23:00:36-07:00,2022-06-02T07:46:36-07:00,54.59,50,60,-0.01,0.07,12.125,65,100,100,1,71,53,29,2086,654,460,4680,26400,1980,0,0,53340,1.125,0,76,63,70,None,90,100,83,86,74
6/3/22,70,62,49,96,79,69,86,69,23250,28080,4830,3750,12990,6510,36,83,1200,14250,2022-06-03T00:03:39-07:00,2022-06-03T07:51:39-07:00,55.42,51,57,0.02,0.08,12.125,65,100,100,1,71,50,160,2215,3847,2932,12900,34320,3420,1560,0,34200,1.1875,0,72,68,67,None,89,100,74,85,54
6/4/22,70,73,67,96,65,54,72,69,26040,33720,7680,5070,14130,6840,39,77,300,15600,2022-06-03T23:40:00-07:00,2022-06-04T09:02:00-07:00,53.49,48,57,0.08,0.12,12.25,68,100,100,1,71,76,352,2452,707,6312,13560,31320,1620,4560,0,35340,1.3125,0,77,68,68,93,89,98,100,85,37
6/5/22,55,56,39,39,65,48,86,55,21570,27900,6330,3000,15960,2610,49,77,600,14100,2022-06-05T00:32:50-07:00,2022-06-05T08:17:50-07:00,53.15,49,57,-0.15,0.05,12.125,81,100,100,25,96,99,899,3008,231,15971,3600,29820,600,10560,0,41820,1.625,0,76,43,64,99,98,100,83,85,86
6/6/22,73,73,56,97,81,58,91,60,26250,31080,4830,4260,14520,7470,38,84,720,15870,2022-06-05T23:53:04-07:00,2022-06-06T08:31:04-07:00,53.61,50,65,-0.01,0.02,12.125,80,100,100,25,96,99,359,2448,8014,6490,12180,33840,6660,3300,180,30240,1.3125,0,81,73,66,None,100,100,83,86,100
6/7/22,70,65,58,96,88,62,70,68,24180,27900,3720,4410,12990,6780,34,87,270,13950,2022-06-07T00:09:50-07:00,2022-06-07T07:54:50-07:00,55.51,48,59,-0.01,0.03,12.375,77,100,100,25,96,98,45,2100,921,820,9720,28500,1500,300,0,46380,1.125,0,72,68,65,92,96,100,92,86,1
6/8/22,63,63,52,38,83,64,75,67,23610,27720,4110,3990,17040,2580,38,85,390,14010,2022-06-08T00:10:04-07:00,2022-06-08T07:52:04-07:00,53.23,49,58,-0.05,0.04,12,80,100,100,25,96,97,33,2062,570,531,2160,33420,960,240,0,49620,1.09375,0,80,56,64,100,98,100,92,86,92
6/9/22,77,78,85,58,76,64,86,96,27360,33300,5940,6450,17070,3840,34,82,1170,16170,2022-06-08T22:37:45-07:00,2022-06-09T07:52:45-07:00,55.17,49,56,0.07,0.08,12.125,80,100,100,25,96,95,15,2058,342,241,2940,26460,720,60,0,56220,1.125,0,78,80,67,None,99,99,100,86,34
6/10/22,61,56,37,77,67,52,89,69,21630,27720,6090,2880,13650,5100,46,78,660,13230,2022-06-10T00:19:32-07:00,2022-06-10T08:01:32-07:00,55.44,50,60,-0.01,0.09,12.125,76,100,100,25,96,66,49,2136,1026,686,8940,26880,2460,240,0,47880,1.15625,0,77,52,63,100,92,100,83,86,89
6/11/22,65,71,65,96,62,54,64,35,25650,33660,8010,4950,13980,6720,41,76,120,14220,2022-06-11T01:12:14-07:00,2022-06-11T10:33:14-07:00,55.8,51,58,0.22,0.18,12.75,76,100,100,25,96,71,294,2365,599,4708,8220,38580,2340,2400,0,34860,1.28125,0,77,59,64,None,93,86,83,86,100
6/12/22,73,79,92,60,76,52,75,69,27690,33960,6270,6930,16740,4020,43,82,360,15750,2022-06-11T23:38:01-07:00,2022-06-12T09:04:01-07:00,52.69,48,63,-0.07,0.14,12.125,74,100,100,1,96,96,463,2531,179,7791,7440,30540,420,4500,0,43500,1.375,0,82,73,68,None,91,100,92,86,100
6/13/22,59,51,37,62,88,62,81,48,20430,23400,2970,2880,13440,4110,37,87,480,11970,2022-06-13T01:22:25-07:00,2022-06-13T07:52:25-07:00,53.43,48,64,0.04,0.11,12.25,70,100,100,1,71,94,9,2046,172,102,4920,29160,540,60,0,51720,1.125,0,69,49,63,None,94,100,100,87,14
6/14/22,56,57,47,38,72,46,70,67,21990,27420,5430,3570,15870,2550,50,80,1530,13770,2022-06-14T00:15:11-07:00,2022-06-14T07:52:11-07:00,54.53,49,59,0.03,0.09,12.125,74,100,100,1,96,95,192,2236,59,2928,3660,28500,120,0,1080,53040,1.21875,0,72,44,59,100,89,100,91,87,50
6/15/22,61,59,46,62,55,57,72,85,22380,30840,8460,3510,14760,4110,39,73,330,15030,2022-06-14T23:17:43-07:00,2022-06-15T07:51:43-07:00,55.58,48,56,-0.23,0.01,12.375,73,100,95,1,96,90,29,2081,613,424,9600,30300,960,180,0,45360,1.125,1,70,52,56,None,91,97,73,86,81
6/16/22,71,71,72,73,69,47,89,88,25680,32400,6720,5520,15360,4800,48,79,1140,16350,2022-06-15T22:50:57-07:00,2022-06-16T07:50:57-07:00,53.9,48,56,-0.06,-0.02,12,70,100,100,1,96,68,20,2079,372,252,6300,28680,1380,60,0,49980,1.125,0,78,69,58,None,90,100,91,86,100
6/17/22,63,61,55,68,69,52,64,81,23010,29280,6270,4170,14370,4470,41,79,150,13950,2022-06-16T23:44:42-07:00,2022-06-17T07:52:42-07:00,53.33,48,62,-0.27,-0.1,12.25,67,100,100,1,96,47,22,2075,442,366,5400,27060,1380,0,0,52560,1.125,0,73,56,57,None,88,96,73,86,100
6/18/22,73,81,79,89,58,67,83,34,28140,38160,10020,5970,16320,5850,29,74,540,17910,2022-06-18T00:12:32-07:00,2022-06-18T10:48:32-07:00,52.06,48,55,0.03,-0.03,12.375,80,100,100,25,96,97,877,2961,80,15751,3000,41640,180,10980,0,30600,1.59375,0,81,73,63,None,86,100,100,85,100
6/19/22,81,100,57,98,83,51,89,60,33780,39960,6180,4380,21360,8040,45,85,690,19380,2022-06-18T22:55:50-07:00,2022-06-19T10:01:50-07:00,52.46,47,73,0,0.03,12.375,78,100,100,25,71,96,60,2103,1060,900,10620,37380,1560,420,60,36360,1.125,0,86,87,75,81,82,100,100,88,100
6/20/22,68,70,66,50,88,58,67,75,25440,29100,3660,5010,17100,3330,39,87,210,14160,2022-06-19T23:52:32-07:00,2022-06-20T07:57:32-07:00,52.12,46,59,0,0.08,11.75,78,100,100,25,71,96,61,2101,1014,917,3480,30660,600,540,180,50940,1.125,0,78,64,77,None,94,100,100,87,39
6/21/22,66,67,47,78,65,52,70,83,24480,31740,7260,3570,15750,5160,44,77,270,16200,2022-06-20T23:03:25-07:00,2022-06-21T07:52:25-07:00,53.12,47,57,0,0.07,12.25,74,100,100,25,40,94,3,2049,102,15,5460,26460,240,0,0,54240,1.125,0,73,60,76,None,93,100,100,87,7
6/22/22,53,49,40,37,58,51,72,71,19800,26640,6840,3090,14220,2490,42,74,330,12570,2022-06-22T00:26:40-07:00,2022-06-22T07:50:40-07:00,54.11,50,54,-0.06,0.04,11.875,71,100,100,25,40,71,4,2047,114,16,4500,26700,360,0,0,54840,1.125,0,71,38,69,100,87,100,80,85,47
6/23/22,59,59,48,48,83,44,78,64,22560,26400,3840,3690,15630,3240,51,85,450,12810,2022-06-23T00:36:30-07:00,2022-06-23T07:56:30-07:00,52.79,49,61,-0.05,0.02,12.5,67,100,100,25,40,46,18,2060,398,304,5820,29760,720,60,0,50040,1.125,0,73,48,65,None,90,100,80,86,86
6/24/22,57,60,40,57,53,58,40,80,22680,31320,8640,3120,15780,3780,36,72,2190,15870,2022-06-23T23:14:15-07:00,2022-06-24T07:56:15-07:00,55.19,50,58,0.01,0.03,12.375,64,100,100,25,40,28,3,2048,71,30,2280,25380,180,0,0,58560,1.125,0,69,45,61,100,85,100,80,85,33
6/25/22,62,69,51,76,44,56,86,33,25080,36720,11640,3900,16140,5040,42,68,1200,17130,2022-06-25T00:27:01-07:00,2022-06-25T10:39:01-07:00,52.86,48,63,0.11,0.1,12.25,51,100,100,1,1,5,20,2044,383,299,8520,39840,1200,0,0,36840,1.09375,0,75,53,61,None,87,95,100,86,77
6/26/22,64,79,42,81,62,51,86,21,27690,36540,8850,3210,19140,5340,45,76,600,17220,2022-06-26T00:58:59-07:00,2022-06-26T11:07:59-07:00,53.2,48,67,0.38,0.27,12.125,50,100,100,1,1,2,7,2017,172,78,5220,41460,480,0,0,39240,1.0625,0,78,57,65,None,86,72,96,87,94
6/27/22,73,63,76,95,74,72,89,69,23640,29340,5700,5730,11520,6390,30,81,1110,15480,2022-06-26T23:42:03-07:00,2022-06-27T07:51:03-07:00,50.04,45,69,0.04,0.27,12,50,100,100,1,1,1,5,2031,133,37,3300,33000,300,0,0,49800,1.09375,0,79,73,64,None,85,100,97,89,73
6/28/22,68,76,50,48,86,54,67,85,27030,31260,4230,3840,19950,3240,40,86,210,15420,2022-06-27T23:10:34-07:00,2022-06-28T07:51:34-07:00,52.81,48,65,-0.01,0.17,12.625,50,100,100,1,1,1,1,2028,29,0,2760,32520,180,0,0,50940,1.09375,0,76,64,68,None,85,100,86,90,65
6/29/22,70,64,58,79,74,60,75,100,23700,29340,5640,4410,14070,5220,38,81,1440,14760,2022-06-28T22:42:22-07:00,2022-06-29T06:51:22-07:00,52.94,49,60,-0.01,0.08,12,50,100,100,1,1,1,3,2045,110,7,4260,28020,240,0,0,53880,1.09375,0,78,67,67,None,84,100,95,89,70
6/30/22,70,72,67,44,79,64,86,81,25860,31140,5280,5100,17850,2910,34,83,1170,15810,2022-06-29T23:13:58-07:00,2022-06-30T07:52:58-07:00,54.18,49,60,0.06,0.1,12,50,100,100,1,1,1,2,2037,38,7,2640,29460,60,0,0,54240,1.09375,0,74,67,68,None,84,100,95,89,38
7/1/22,76,87,85,85,60,60,81,50,29700,39780,10080,6420,17730,5550,38,75,510,18840,2022-06-30T23:24:57-07:00,2022-07-01T10:27:57-07:00,53.03,48,61,0.31,0.23,12.25,51,100,100,1,1,6,57,2090,982,971,2640,37560,2220,360,0,43620,1.125,0,81,78,74,None,None,78,78,88,100
7/2/22,71,85,51,66,83,51,94,43,29340,34560,5220,3900,21060,4380,46,85,1020,17220,2022-07-02T00:06:05-07:00,2022-07-02T09:42:05-07:00,52.43,48,66,0.26,0.33,12,51,100,100,1,1,5,9,2041,212,150,6960,32460,660,0,0,46320,1.09375,0,83,69,79,None,None,83,86,89,100
7/3/22,67,83,76,60,67,51,72,28,28650,36780,8130,5760,18870,4020,48,78,330,17010,2022-07-03T00:38:03-07:00,2022-07-03T10:51:03-07:00,51.62,46,66,0.13,0.32,11.875,52,100,100,1,1,16,79,2112,1165,1249,8460,36840,1560,360,120,39060,1.125,0,84,62,82,100,None,94,98,89,78
7/4/22,71,80,72,90,69,53,75,42,27900,35400,7500,5520,16470,5910,43,79,390,17220,2022-07-04T00:07:00-07:00,2022-07-04T09:57:00-07:00,51.54,46,67,-0.03,0.19,12.625,52,100,100,1,1,14,14,2045,268,200,4440,32940,960,0,0,48060,1.09375,0,86,69,85,100,81,100,85,90,100
7/5/22,56,47,35,63,83,60,67,52,19200,22680,3480,2700,12300,4200,40,85,180,10860,2022-07-05T01:33:12-07:00,2022-07-05T07:51:12-07:00,52.25,47,60,-0.2,0.03,11.5,52,100,100,1,1,12,2,2045,78,7,2700,26460,180,0,0,57060,1.125,0,72,43,75,None,83,98,100,89,28
7/6/22,65,58,39,97,81,72,64,61,22230,26340,4110,3000,12180,7050,32,84,150,12300,2022-07-06T00:51:00-07:00,2022-07-06T08:10:00-07:00,55.47,50,56,-0.03,0,12.125,52,100,100,1,1,11,19,2067,404,284,10860,29460,960,120,0,45000,1.125,0,71,59,70,None,83,100,76,88,46
7/7/22,65,66,37,83,60,55,86,66,24300,32520,8220,2880,15960,5460,41,75,1200,15840,2022-07-06T23:43:02-07:00,2022-07-07T08:45:02-07:00,52.63,48,66,0.13,0.1,12,51,100,95,1,1,10,22,2074,519,344,10320,27780,600,120,0,47580,1.125,1,75,59,68,None,82,94,94,88,63
7/8/22,62,63,35,71,58,59,89,61,23430,31740,8310,2670,16110,4650,36,74,690,15660,2022-07-07T23:55:30-07:00,2022-07-08T08:44:30-07:00,54.29,49,63,0.15,0.21,12,51,100,100,1,1,8,18,2061,380,245,9900,29460,1080,60,0,45900,1.125,0,72,53,66,None,82,92,85,88,64
7/9/22,72,91,85,85,55,52,78,23,30810,42120,11310,6390,18870,5550,41,73,420,18480,2022-07-09T00:26:28-07:00,2022-07-09T12:08:28-07:00,53.71,49,61,0.01,0.19,12.625,63,100,100,1,40,59,375,2409,635,5490,5340,41280,900,300,1440,37140,1.28125,0,80,71,73,None,82,100,76,88,100
7/10/22,76,91,77,96,69,57,91,19,30840,38880,8040,5850,18390,6600,41,79,720,17580,2022-07-10T01:09:31-07:00,2022-07-10T11:57:31-07:00,53.22,47,66,0.08,0.17,11.875,62,100,100,1,40,56,40,2087,769,446,9240,40080,2340,120,0,34620,1.125,0,85,78,80,None,84,98,94,88,88
7/11/22,57,54,22,89,69,56,70,45,21210,26820,5610,1740,13620,5850,41,79,240,13170,2022-07-11T01:09:27-07:00,2022-07-11T08:36:27-07:00,52.62,47,68,-0.06,0.12,11.875,62,100,100,1,40,50,19,2082,452,292,7800,25860,540,60,0,52140,1.125,0,75,45,74,100,81,100,100,89,31
7/12/22,62,57,45,85,79,67,75,41,21990,26460,4470,3450,12960,5580,36,83,360,13260,2022-07-12T01:15:14-07:00,2022-07-12T08:36:14-07:00,53.1,48,62,-0.09,0.06,11.75,61,100,100,1,40,44,14,2055,270,228,5100,29100,420,60,0,51720,1.125,0,78,53,69,None,84,100,94,89,90
7/13/22,65,54,50,96,81,68,70,57,21120,25200,4080,3840,10260,7020,27,84,270,12150,2022-07-13T01:02:47-07:00,2022-07-13T08:02:47-07:00,53.47,49,64,0.05,0.07,12,60,100,100,1,40,37,52,2112,931,910,6840,28440,2280,300,0,48540,1.15625,0,74,59,64,100,79,100,85,89,51
7/14/22,65,61,53,87,79,57,86,44,23070,27660,4590,4050,13320,5700,35,83,630,14070,2022-07-14T00:56:43-07:00,2022-07-14T08:37:43-07:00,54.34,49,56,-0.09,0.07,12,58,100,100,1,40,27,15,2056,303,248,4080,28680,660,60,0,52920,1.125,0,71,59,61,None,84,100,85,87,58
7/15/22,54,48,32,70,51,58,64,67,19620,27660,8040,2490,12510,4620,37,71,1680,13260,2022-07-15T00:23:36-07:00,2022-07-15T08:04:36-07:00,53.64,49,58,-0.07,0.05,12,56,100,100,1,40,15,8,2059,171,99,5700,24660,780,0,0,55260,1.125,0,66,39,54,None,84,100,85,86,56
7/16/22,69,81,67,95,67,59,67,22,28320,36120,7800,5100,16890,6330,43,78,180,16440,2022-07-16T01:11:24-07:00,2022-07-16T11:13:24-07:00,53.79,48,55,0.35,0.2,12.375,63,100,100,1,40,58,369,2401,477,5400,3360,37080,900,60,1440,43560,1.28125,0,77,66,59,100,79,75,76,84,100
7/17/22,57,60,48,65,51,66,72,25,22830,32220,9390,3660,14850,4320,30,71,300,14640,2022-07-17T01:24:41-07:00,2022-07-17T10:21:41-07:00,53.65,48,58,-0.07,0.19,12.375,62,100,100,1,40,54,17,2046,312,288,6240,34680,960,0,0,44520,1.09375,0,72,45,57,None,84,100,85,83,100
7/18/22,57,54,37,74,76,54,70,38,21090,25680,4590,2850,13320,4920,42,82,240,12780,2022-07-18T01:28:46-07:00,2022-07-18T08:36:46-07:00,54.67,48,55,-0.03,0.1,12.25,61,100,100,1,40,48,5,2053,152,59,7200,26160,360,0,0,52680,1.125,0,65,45,55,None,85,100,85,79,46
7/19/22,62,56,56,92,81,57,72,40,21780,26040,4260,4260,11460,6060,39,84,300,13080,2022-07-19T01:20:09-07:00,2022-07-19T08:34:09-07:00,55.79,51,51,-0.06,0.01,12,60,100,100,1,40,40,17,2078,350,214,11820,28500,1140,0,0,44940,1.125,0,61,53,53,None,84,100,50,75,66
7/20/22,55,58,41,46,72,45,67,51,22290,27780,5490,3180,15990,3120,51,80,180,13380,2022-07-20T00:53:34-07:00,2022-07-20T08:36:34-07:00,57.64,53,53,0.04,0.04,12.125,59,100,100,1,40,31,3,2039,91,41,2940,29160,240,0,0,54060,1.09375,0,61,41,51,100,80,100,42,72,71
7/21/22,60,58,34,74,69,53,86,51,22290,28380,6090,2640,14820,4830,42,79,630,14010,2022-07-21T00:42:42-07:00,2022-07-21T08:35:42-07:00,55.84,51,58,-0.09,0.02,12.125,58,100,100,1,40,26,44,2100,929,727,4740,25920,1140,360,60,54180,1.15625,0,59,50,50,None,84,100,70,73,29
7/22/22,55,43,47,68,88,56,91,22,18180,20820,2640,3600,10080,4500,39,87,720,10440,2022-07-22T02:50:03-07:00,2022-07-22T08:37:03-07:00,58.69,54,50,-0.1,-0.01,12.25,56,100,100,1,40,15,7,2047,152,112,2940,27240,540,0,0,55680,1.125,0,52,41,43,None,84,100,53,69,35
7/23/22,65,71,59,69,60,64,89,24,25500,33900,8400,4500,16440,4560,35,75,1140,16680,2022-07-23T00:54:23-07:00,2022-07-23T10:19:23-07:00,55.61,50,61,-0.07,-0.03,12.625,75,100,100,25,40,100,1529,3678,117,27052,3120,33780,360,18180,0,30960,1.96875,0,64,59,47,None,84,100,72,72,74
7/24/22,71,85,72,95,72,56,70,23,29400,36660,7260,5490,17460,6450,39,80,240,17130,2022-07-24T00:52:32-07:00,2022-07-24T11:03:32-07:00,58.25,54,60,0.07,0.03,12.75,83,100,100,43,71,100,1882,4060,704,33367,2520,38460,1560,22500,0,21360,2.1875,0,68,69,56,70,92,99,45,74,100
7/25/22,73,70,68,98,76,68,75,63,25260,30960,5700,5130,12450,7680,28,82,360,14970,2022-07-25T00:02:35-07:00,2022-07-25T08:38:35-07:00,56.08,52,60,-0.27,-0.04,11.75,82,100,100,43,71,100,33,2110,619,440,13080,26100,1740,120,0,45360,1.15625,0,68,73,59,56,53,96,64,76,100
7/26/22,54,47,27,85,58,61,75,38,19350,26280,6930,2160,11610,5580,36,74,390,13020,2022-07-26T01:25:33-07:00,2022-07-26T08:43:33-07:00,55.47,50,65,-0.01,-0.05,12.375,83,100,100,43,71,100,26,2080,496,397,10680,25920,1080,120,0,48600,1.125,0,60,39,55,None,58,100,83,81,37
7/27/22,57,50,33,78,67,52,91,45,20220,25920,5700,2550,12540,5130,42,78,750,12120,2022-07-27T01:26:38-07:00,2022-07-27T08:38:38-07:00,58.42,53,56,0,-0.01,12.5,83,100,100,43,71,100,26,2056,484,441,2040,32820,420,300,0,50820,1.125,0,60,45,51,100,67,100,39,80,59
7/28/22,70,75,48,80,81,55,83,65,26580,31800,5220,3690,17610,5280,39,84,540,15660,2022-07-27T23:47:19-07:00,2022-07-28T08:37:19-07:00,57.69,51,57,0.16,0.11,12.625,82,100,100,43,71,98,14,2059,317,214,5820,27420,780,0,0,52380,1.125,0,62,67,55,None,69,91,66,80,29
7/29/22,51,47,32,42,58,51,97,41,19410,26100,6690,2490,14100,2820,42,74,840,12960,2022-07-29T01:20:55-07:00,2022-07-29T08:35:55-07:00,57.06,51,56,-0.08,0.08,12.375,82,100,100,43,71,95,10,2054,202,169,4920,27660,480,0,0,53340,1.125,0,58,34,50,None,77,100,59,80,61
7/30/22,70,89,64,89,58,54,78,22,30420,41280,10860,4860,19710,5850,40,74,450,18390,2022-07-30T00:37:41-07:00,2022-07-30T12:05:41-07:00,56.37,51,55,-0.01,0.04,12.5,66,100,100,25,40,40,8,2010,165,117,2280,44220,540,0,0,39360,1.0625,0,74,67,59,100,89,100,60,78,100
7/31/22,77,87,86,58,86,58,81,63,29700,34620,4920,6540,19320,3840,35,86,480,17520,2022-07-30T23:21:23-07:00,2022-07-31T08:58:23-07:00,54.19,50,61,0.02,0.03,12.375,50,100,100,1,1,3,36,2077,752,604,6000,33780,1980,0,0,44640,1.125,0,80,80,67,None,92,100,88,81,87
8/1/22,65,54,53,76,69,72,89,62,21150,26940,5790,4050,12060,5040,35,79,1140,13230,2022-08-01T00:34:21-07:00,2022-08-01T08:03:21-07:00,55.1,52,56,-0.04,0.03,12,75,100,100,25,40,95,727,2858,916,12235,8460,25560,2880,6960,0,42540,1.5625,0,74,58,64,None,98,100,70,80,96
8/2/22,52,54,41,53,58,59,48,43,21090,28500,7410,3180,14400,3510,37,74,2010,15090,2022-08-02T00:40:54-07:00,2022-08-02T08:35:54-07:00,57.29,53,62,-0.09,0,12.25,82,100,100,43,71,98,556,2647,96,9716,3540,24000,120,6240,0,52500,1.4375,0,64,35,60,None,94,100,62,82,67
8/3/22,46,41,20,50,55,54,67,39,17820,24540,6720,1530,12960,3330,38,73,180,11580,2022-08-03T01:47:38-07:00,2022-08-03T08:36:38-07:00,56.85,52,53,-0.21,-0.08,12.625,82,100,100,43,71,97,28,2071,614,438,4020,32760,840,300,0,48480,1.125,0,61,24,53,None,94,98,54,79,84
8/4/22,74,79,67,72,98,58,70,72,27720,29820,2100,5100,17880,4740,42,93,270,14820,2022-08-03T23:48:12-07:00,2022-08-04T08:05:12-07:00,55.25,51,61,-0.07,-0.09,11.875,82,100,100,43,71,96,6,2055,126,99,3840,23880,240,0,0,58440,1.125,0,78,74,58,None,98,100,82,82,100
8/5/22,52,48,31,53,76,49,75,42,19620,23880,4260,2460,13620,3540,48,82,390,11790,2022-08-05T01:37:03-07:00,2022-08-05T08:15:03-07:00,58.1,53,64,-0.14,-0.09,13.125,82,100,100,43,71,95,21,2081,454,248,7860,26820,780,120,0,50820,1.125,0,65,35,52,None,98,100,73,85,71
8/6/22,75,90,64,98,81,54,91,20,30540,36180,5640,4890,17820,7830,46,84,750,17490,2022-08-06T01:01:43-07:00,2022-08-06T11:04:43-07:00,54.92,51,63,0.08,0,12.125,81,100,100,43,71,88,166,2200,251,2945,3840,35520,480,1860,0,44700,1.1875,0,82,76,61,100,91,98,91,86,100
8/7/22,58,55,53,66,65,64,64,39,21420,27900,6480,4050,12990,4380,35,77,150,12420,2022-08-07T01:33:59-07:00,2022-08-07T09:18:59-07:00,54.94,50,60,0.04,0.05,12.625,68,70,60,43,71,61,142,2294,3122,2277,36360,36300,8220,240,0,5280,1.21875,3,72,46,57,None,91,100,100,86,67
8/8/22,51,55,44,66,34,63,81,3,21300,33300,12000,3360,13590,4350,36,64,480,13650,2022-08-08T03:51:54-04:00,2022-08-08T13:06:54-04:00,53.31,49,62,0.17,0.13,12.375,66,100,100,25,40,39,85,2131,1831,1456,10440,43920,4680,60,0,27300,1.125,0,72,33,56,86,89,91,100,86,79
8/9/22,73,95,75,69,79,55,78,16,31770,38400,6630,5700,21540,4530,43,83,450,19710,2022-08-09T00:51:33-04:00,2022-08-09T11:31:33-04:00,53.79,49,64,0.21,0.19,12,54,100,100,1,1,27,8,2021,149,119,2220,39480,480,0,0,44220,1.09375,0,83,73,66,None,88,87,100,87,100
8/10/22,63,73,51,73,58,53,67,49,26130,35280,9150,3870,17460,4800,39,74,180,15540,2022-08-10T00:22:02-04:00,2022-08-10T10:10:02-04:00,53.67,47,64,0.26,0.26,12,53,100,100,1,1,20,10,2050,249,132,3060,34080,540,0,0,48720,1.09375,0,78,55,69,100,83,82,96,88,68
8/11/22,68,77,73,52,69,61,94,33,27120,34440,7320,5580,18060,3480,37,79,990,17490,2022-08-11T00:21:05-04:00,2022-08-11T09:55:05-04:00,52.43,48,62,0.38,0.35,12.5,52,100,100,1,1,11,13,2042,303,137,11520,36000,1020,0,0,37860,1.09375,0,81,64,72,None,87,72,100,88,100
8/12/22,58,60,68,33,72,57,86,23,22830,28500,5670,5220,15330,2280,44,80,1170,13650,2022-08-12T01:51:02-04:00,2022-08-12T09:46:02-04:00,51.44,46,57,-0.17,0.19,12.5,51,100,100,1,1,5,1,2049,37,0,3120,24420,120,0,0,58740,1.125,0,72,46,69,None,85,99,93,87,55
8/13/22,56,57,60,74,72,52,64,11,21840,27420,5580,4620,12300,4920,42,80,120,13230,2022-08-13T03:06:47-04:00,2022-08-13T10:43:47-04:00,52.75,48,59,0.37,0.22,12.875,50,100,100,1,1,1,8,2041,201,117,11100,32040,480,0,0,42780,1.09375,0,77,42,66,None,85,73,100,86,100
8/14/22,64,66,67,97,72,59,78,10,24420,30360,5940,5070,12090,7260,40,80,450,14370,2022-08-14T02:57:03-04:00,2022-08-14T11:23:03-04:00,54.19,50,56,-0.01,0.18,12.75,50,100,100,1,1,3,39,2101,776,530,17760,32580,1980,180,0,33900,1.125,0,79,56,65,100,79,100,93,85,100
8/15/22,63,75,60,82,74,49,70,7,26730,33060,6330,4560,16770,5400,44,81,270,15420,2022-08-15T02:54:01-04:00,2022-08-15T12:05:01-04:00,53.86,48,58,0.13,0.19,12.375,51,100,100,1,1,5,21,2057,459,248,5820,37020,1080,120,0,42360,1.09375,0,78,55,68,94,82,94,100,85,75
8/16/22,63,81,61,52,72,52,70,17,28140,35280,7140,4650,20010,3480,46,80,240,16470,2022-08-16T01:38:57-04:00,2022-08-16T11:26:57-04:00,54.4,48,58,-0.04,0.1,11.75,51,100,100,1,1,8,25,2064,419,351,7260,33120,840,120,0,45060,1.125,0,76,55,72,None,81,100,100,84,67
8/17/22,62,72,52,92,72,46,75,11,25950,32340,6390,3930,15960,6060,51,80,390,15840,2022-08-17T02:25:05-04:00,2022-08-17T11:24:05-04:00,51.7,47,67,-0.15,0.02,12,51,100,100,1,1,8,21,2047,450,331,6000,38700,1320,60,0,40320,1.09375,0,78,53,73,None,81,100,100,86,76
8/18/22,66,79,72,74,65,54,81,16,27720,35940,8220,5430,17400,4890,44,77,510,16590,2022-08-18T01:39:07-04:00,2022-08-18T11:38:07-04:00,53.77,48,57,0,0,12.375,51,100,100,1,1,7,15,2048,309,288,6480,33120,840,60,0,45900,1.09375,0,82,60,76,None,81,100,100,85,100
8/19/22,56,54,31,92,79,55,70,12,21030,25440,4410,2460,12510,6060,41,83,240,12540,2022-08-19T03:11:26-04:00,2022-08-19T10:15:26-04:00,52.33,48,65,-0.14,-0.01,12.375,51,100,100,1,1,8,24,2067,455,352,6000,29400,960,120,0,49920,1.125,0,71,42,71,None,81,100,100,86,38
8/20/22,65,71,58,72,72,55,97,16,25590,31920,6330,4410,16440,4740,42,80,930,14400,2022-08-20T02:15:37-04:00,2022-08-20T11:07:37-04:00,52.37,48,68,0.1,0.05,12.625,51,100,100,1,1,6,5,2022,94,68,5220,37320,300,0,0,43560,1.09375,0,81,58,71,None,82,97,100,88,100
