,Date,Sleep Score,Total Sleep Score,REM Sleep Score,Deep Sleep Score,Sleep Efficiency Score,Restfulness Score,Sleep Latency Score,Sleep Timin Score,Total Sleep Duration,Total Bedtime ,Awake Time,REM Sleep Duration,Light Sleep Duration,Deep Sleep Duration,Restless Sleep,Sleep Efficiency,Sleep Latency,Sleep Timing,Bedtime Start,Bedtime End,Average Resting Heart Rate,Lowest Resting Heart Rate,Average HRV,Temperature Deviation (°C),Temperature Trend Deviation,Respiratory Rate,Activity Score,Stay Active Score,Move Every Hour Score,Meet Daily Targets Score,Training Frequency Score,Training Volume Score,Activity Burn,Total Burn,Steps,Equivalent Walking Distance,Inactive Time,Rest Time,Low Activity Time,Medium Activity Time,High Activity Time,Non-wear Time,Average MET,Long Periods of Inactivity,Readiness Score,Previous Night Score,Sleep Balance Score,Previous Day Activity Score,Activity Balance Score,Temperature Score,Resting Heart Rate Score,HRV Balance Score,Recovery Index Score,Unnamed: 1,Unnamed: 2,Basal Body Temperature (degF),Flights Climbed (count),Heart Rate [Min] (count/min),Heart Rate [Max] (count/min),Heart Rate [Avg] (count/min),Heart Rate Variability (ms),Step Count (count),Walking + Running Distance (mi) 
106,2022-04-19,66.0,71.0,56.0,93.0,62.0,63.0,67.0,36.0,7.116666666666666,33840.0,8220.0,1.175,15270.0,6120.0,35,76.0,180.0,15960.0,0.65,10.05,54.16,49.0,55.0,-0.08,0.15,11.875,51,100,100,1,1,7,29,2060,541,494,4620,36240,1560,60,0,43920,1.09375,0,78.0,62.0,68.0,None,88,100.0,84.0,85.0,95.0,,,,11.0,46,112,70.51,,5922,4.98
107,2022-04-20,54.0,62.0,39.0,55.0,55.0,51.0,37.0,58.0,6.441666666666666,31680.0,8490.0,0.825,16560.0,3660.0,41,73.0,2280.0,16530.0,-0.22,8.58,54.19,46.0,63.0,0.04,0.15,12.125,50,100,100,1,1,2,4,2050,88,52,1380,25440,300,0,0,59280,1.125,0,71.0,42.0,65.0,None,88,100.0,100.0,86.0,44.0,,,,11.0,46,112,70.51,,5922,4.98
108,2022-04-21,62.0,65.0,50.0,72.0,72.0,57.0,78.0,34.0,6.683333333333334,30000.0,5940.0,1.0583333333333333,15540.0,4710.0,37,80.0,420.0,14250.0,1.22,9.55,55.78,51.0,54.0,-0.19,0.08,12.125,50,100,100,1,1,2,1,2031,45,4,2400,31560,60,0,0,52380,1.09375,0,68.0,55.0,63.0,None,88,98.0,66.0,85.0,60.0,,,,11.0,46,112,70.51,,5922,4.98
109,2022-04-22,58.0,64.0,53.0,70.0,55.0,52.0,72.0,27.0,6.633333333333334,32700.0,8820.0,1.125,15240.0,4590.0,47,73.0,1470.0,16020.0,0.95,10.03,54.16,48.0,58.0,-0.03,0.07,12.25,50,100,100,1,1,1,3,2032,113,26,2640,34440,240,0,0,49080,1.09375,0,74.0,48.0,62.0,None,88,100.0,94.0,85.0,78.0,,,,11.0,46,112,70.51,,5922,4.98
110,2022-04-23,65.0,70.0,74.0,77.0,60.0,50.0,75.0,43.0,7.066666666666666,34020.0,8580.0,1.5666666666666667,14700.0,5100.0,43,75.0,360.0,16320.0,0.35,9.8,54.53,49.0,57.0,0.06,0.12,12.125,50,100,100,1,1,1,2,2053,61,23,300,24240,240,0,0,61620,1.125,0,77.0,60.0,63.0,None,88,100.0,85.0,84.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
111,2022-04-24,60.0,64.0,78.0,55.0,69.0,57.0,72.0,12.0,6.625,30060.0,6210.0,1.65,14280.0,3630.0,38,79.0,300.0,13770.0,2.92,11.27,56.7,52.0,56.0,0.18,0.22,13.0,50,100,100,1,1,1,1,2012,23,0,720,39180,60,0,0,46440,1.0625,0,69.0,52.0,62.0,None,88,89.0,50.0,83.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
112,2022-04-25,69.0,64.0,53.0,96.0,72.0,68.0,89.0,56.0,6.608333333333333,29820.0,6030.0,1.125,12750.0,6990.0,30,80.0,690.0,14340.0,0.45,8.73,54.92,50.0,65.0,0.05,0.22,12.125,50,100,100,1,1,1,13,2075,269,177,4800,23760,960,0,0,56880,1.125,0,72.0,67.0,61.0,None,88,100.0,78.0,86.0,62.0,,,,11.0,46,112,70.51,,5922,4.98
113,2022-04-26,64.0,68.0,61.0,95.0,55.0,54.0,94.0,18.0,6.883333333333334,33720.0,8940.0,1.3,13890.0,6210.0,40,73.0,1020.0,16680.0,1.48,10.85,53.57,48.0,64.0,-0.02,0.16,12.625,50,100,100,1,1,1,9,2034,160,140,1200,33360,660,0,0,51180,1.09375,0,78.0,58.0,62.0,None,88,100.0,95.0,87.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
114,2022-04-27,61.0,66.0,68.0,74.0,55.0,51.0,86.0,23.0,6.766666666666667,33420.0,9060.0,1.4333333333333333,14340.0,4860.0,42,73.0,600.0,15180.0,1.38,10.67,54.49,48.0,55.0,-0.14,0.06,12.5,50,100,100,1,1,1,2,2031,40,33,1560,32340,60,0,0,52440,1.09375,0,73.0,53.0,62.0,100,82,100.0,95.0,86.0,45.0,,,,11.0,46,112,70.51,,5922,4.98
115,2022-04-28,71.0,82.0,85.0,67.0,72.0,62.0,89.0,19.0,7.95,35880.0,7260.0,1.7916666666666667,17760.0,4410.0,36,80.0,690.0,16290.0,1.52,11.48,53.27,49.0,59.0,-0.11,0,12.375,50,100,95,1,1,1,14,2058,369,176,11100,33540,660,60,0,41040,1.125,1,80.0,70.0,67.0,None,88,100.0,86.0,86.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
116,2022-04-29,63.0,74.0,52.0,78.0,76.0,52.0,75.0,16.0,7.366666666666666,32160.0,5640.0,1.1,17400.0,5160.0,41,82.0,360.0,15930.0,1.87,10.8,53.47,50.0,56.0,0.07,0.06,12.5,61,100,100,1,40,49,299,2340,27,4371,1560,29340,60,0,1320,54120,1.28125,0,79.0,57.0,70.0,100,83,99.0,78.0,85.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
117,2022-04-30,63.0,73.0,80.0,68.0,62.0,57.0,70.0,11.0,7.291666666666667,34500.0,8250.0,1.675,15750.0,4470.0,34,76.0,240.0,15030.0,2.58,12.17,57.58,51.0,48.0,0.06,0.13,12.75,61,100,100,1,40,46,61,2086,144,1256,3720,41340,1680,0,0,39660,1.125,0,70.0,57.0,72.0,None,88,99.0,42.0,80.0,89.0,,,,11.0,46,112,70.51,,5922,4.98
118,2022-05-01,70.0,87.0,56.0,97.0,60.0,60.0,67.0,28.0,8.275,39960.0,10170.0,1.2,17940.0,7530.0,37,75.0,1590.0,19050.0,0.07,11.17,53.83,49.0,61.0,-0.06,0.12,12.25,60,100,100,1,40,42,12,2055,269,121,4140,32880,660,60,0,48660,1.125,0,81.0,68.0,78.0,None,88,100.0,79.0,82.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
119,2022-05-02,60.0,69.0,35.0,83.0,65.0,47.0,89.0,16.0,6.991666666666666,32580.0,7410.0,0.7666666666666667,16950.0,5460.0,46,77.0,660.0,15990.0,1.83,10.88,52.88,49.0,64.0,-0.07,0.06,12.625,71,100,100,1,71,94,465,2528,482,7601,3300,33600,1020,3900,0,44580,1.375,0,79.0,52.0,78.0,None,88,100.0,79.0,85.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
120,2022-05-03,63.0,81.0,72.0,65.0,58.0,50.0,67.0,12.0,7.825,37980.0,9810.0,1.5166666666666666,18420.0,4290.0,42,74.0,180.0,18720.0,1.52,12.07,57.82,50.0,58.0,0.12,0.11,12.5,69,100,100,1,71,82,32,2071,641,528,3720,36000,1500,60,0,45120,1.125,0,75.0,57.0,81.0,None,88,94.0,70.0,85.0,68.0,,,,11.0,46,112,70.51,,5922,4.98
121,2022-05-04,55.0,56.0,46.0,82.0,65.0,49.0,67.0,19.0,5.991666666666666,27840.0,6270.0,0.9833333333333333,12630.0,5400.0,47,77.0,210.0,13590.0,2.22,9.95,53.58,50.0,62.0,-0.02,0.13,12.25,68,98,100,1,71,76,229,2349,4274,3926,21180,32880,9900,960,0,21480,1.25,0,78.0,43.0,75.0,100,86,100.0,80.0,86.0,93.0,,,,11.0,46,112,70.51,,5922,4.98
122,2022-05-05,65.0,74.0,83.0,61.0,65.0,56.0,81.0,17.0,7.358333333333333,34560.0,8070.0,1.7416666666666667,16140.0,4080.0,35,77.0,480.0,17130.0,1.47,11.07,53.69,48.0,54.0,0.01,0.1,12.75,66,100,100,1,71,61,15,2049,358,228,8700,32040,900,0,0,44760,1.09375,0,83.0,60.0,76.0,93,92,100.0,89.0,85.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
123,2022-05-06,58.0,63.0,51.0,58.0,74.0,43.0,99.0,15.0,6.566666666666666,29220.0,5580.0,1.0833333333333333,15930.0,3810.0,51,81.0,900.0,14490.0,2.35,10.47,55.87,50.0,57.0,-0.24,-0.01,12.5,61,100,100,1,40,44,3,2029,89,4,3360,33960,180,0,0,48900,1.09375,0,68.0,48.0,72.0,None,91,97.0,71.0,85.0,36.0,,,,11.0,46,112,70.51,,5922,4.98
124,2022-05-07,55.0,43.0,28.0,46.0,69.0,60.0,94.0,69.0,5.083333333333333,23100.0,4800.0,0.6166666666666667,13020.0,3060.0,38,79.0,810.0,11280.0,0.87,7.28,56.76,52.0,57.0,0.02,0,13.0,59,100,100,1,40,31,5,2054,97,78,2820,25080,300,0,0,58200,1.125,0,62.0,43.0,62.0,None,91,100.0,62.0,84.0,26.0,,,,11.0,46,112,70.51,,5922,4.98
125,2022-05-08,71.0,84.0,75.0,67.0,51.0,84.0,67.0,29.0,8.066666666666666,41100.0,12060.0,1.5833333333333333,18930.0,4410.0,39,71.0,180.0,19050.0,0.05,11.47,53.07,48.0,53.0,0.05,0.08,12.5,57,100,100,1,40,22,179,2286,3639,3127,17160,37920,9900,240,0,21180,1.21875,0,81.0,70.0,66.0,100,84,100.0,90.0,81.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
126,2022-05-09,60.0,59.0,54.0,67.0,88.0,48.0,67.0,49.0,6.216666666666667,25620.0,3240.0,1.15,13830.0,4410.0,49,87.0,210.0,12570.0,1.18,8.3,54.8,50.0,56.0,0.21,0.19,12.0,51,100,100,1,1,8,10,2028,150,172,2400,35880,480,60,0,47580,1.09375,0,72.0,52.0,63.0,96,91,87.0,81.0,80.0,55.0,,,,11.0,46,112,70.51,,5922,4.98
127,2022-05-10,88.0,100.0,99.0,96.0,72.0,64.0,78.0,87.0,9.416666666666666,42300.0,8400.0,2.3583333333333334,18690.0,6720.0,33,80.0,420.0,19410.0,-1.98,9.77,52.74,46.0,59.0,0.12,0.21,12.0,51,100,100,1,1,6,34,2078,723,540,9180,37680,2520,0,0,37020,1.125,0,88.0,98.0,75.0,None,90,95.0,100.0,82.0,98.0,,,,11.0,46,112,70.51,,5922,4.98
128,2022-05-11,81.0,96.0,83.0,96.0,86.0,59.0,64.0,58.0,9.008333333333333,37920.0,5490.0,1.75,19200.0,6930.0,40,86.0,150.0,18480.0,-0.75,9.78,52.19,47.0,63.0,0.11,0.19,12.25,51,100,100,1,1,3,25,2073,526,360,6720,30960,1680,0,0,47040,1.125,0,88.0,86.0,85.0,None,89,96.0,89.0,85.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
129,2022-05-12,63.0,72.0,58.0,58.0,81.0,57.0,78.0,19.0,7.216666666666667,31020.0,5040.0,1.225,17730.0,3840.0,37,84.0,420.0,15030.0,1.85,10.47,53.8,48.0,62.0,0.3,0.33,12.0,54,100,100,1,1,25,127,2173,473,1947,8160,36480,1440,0,600,39720,1.15625,0,79.0,56.0,85.0,None,88,79.0,98.0,86.0,49.0,,,,11.0,46,112,70.51,,5922,4.98
130,2022-05-13,64.0,67.0,67.0,76.0,79.0,49.0,72.0,38.0,6.85,29760.0,5100.0,1.4083333333333334,14550.0,5040.0,44,83.0,300.0,14550.0,0.98,9.25,53.99,50.0,54.0,0.11,0.3,12.0,53,100,95,1,1,25,37,2099,761,509,10920,28680,1320,300,0,45180,1.125,1,79.0,58.0,83.0,None,88,95.0,80.0,85.0,79.0,,,,11.0,46,112,70.51,,5922,4.98
131,2022-05-14,68.0,69.0,54.0,96.0,79.0,67.0,72.0,34.0,6.966666666666667,30300.0,5220.0,1.15,14400.0,6540.0,35,83.0,330.0,14940.0,1.02,9.43,52.6,47.0,59.0,0.06,0.21,12.125,55,100,100,1,1,34,130,2140,2790,2251,8580,48240,3720,900,120,24840,1.125,0,78.0,65.0,82.0,None,87,100.0,98.0,85.0,38.0,,,,11.0,46,112,70.51,,5922,4.98
132,2022-05-15,70.0,71.0,68.0,73.0,74.0,51.0,83.0,77.0,7.083333333333333,31380.0,5880.0,1.4333333333333333,15540.0,4800.0,46,81.0,570.0,15780.0,-0.65,8.07,53.2,45.0,66.0,0.13,0.18,12.25,75,100,100,25,40,95,535,2612,466,9546,3600,32220,1260,6240,0,43080,1.40625,0,84.0,68.0,80.0,100,87,93.0,80.0,87.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
133,2022-05-16,62.0,63.0,54.0,53.0,48.0,48.0,78.0,92.0,6.55,33600.0,10020.0,1.1416666666666666,15930.0,3540.0,45,70.0,420.0,14550.0,-0.82,8.52,51.29,48.0,64.0,0.03,0.16,12.25,73,100,100,25,40,87,12,2064,307,162,5700,30000,840,0,0,49860,1.125,0,82.0,54.0,75.0,None,90,100.0,98.0,88.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
134,2022-05-17,56.0,55.0,29.0,44.0,53.0,41.0,91.0,86.0,5.941666666666666,29640.0,8250.0,0.625,16200.0,2940.0,53,72.0,1050.0,13890.0,-0.43,7.8,52.57,49.0,63.0,0.0,0.13,12.125,71,100,95,25,40,74,1,2048,42,0,5520,26940,120,0,0,53820,1.125,1,75.0,44.0,68.0,None,90,100.0,98.0,88.0,70.0,,,,11.0,46,112,70.51,,5922,4.98
135,2022-05-18,54.0,55.0,36.0,45.0,55.0,45.0,70.0,78.0,5.916666666666667,29040.0,7740.0,0.775,15540.0,2970.0,57,73.0,240.0,13080.0,0.07,8.13,51.52,48.0,65.0,-0.03,0.08,12.0,69,100,100,25,40,60,14,2050,291,255,2220,30660,780,0,0,52740,1.125,0,76.0,41.0,62.0,None,90,100.0,98.0,89.0,98.0,,,,11.0,46,112,70.51,,5922,4.98
136,2022-05-19,66.0,63.0,48.0,79.0,74.0,51.0,70.0,88.0,6.508333333333334,29040.0,5610.0,1.025,14520.0,5220.0,44,81.0,240.0,14100.0,-0.53,7.53,54.98,50.0,51.0,0.06,0.1,12.125,67,100,100,25,40,43,1,2036,14,4,2100,28200,60,0,0,56040,1.09375,0,71.0,61.0,60.0,None,89,100.0,71.0,87.0,67.0,,,,11.0,46,112,70.51,,5922,4.98
137,2022-05-20,64.0,64.0,49.0,58.0,81.0,52.0,70.0,78.0,6.633333333333334,28560.0,4680.0,1.05,16260.0,3840.0,44,84.0,240.0,13800.0,-0.13,7.8,52.87,48.0,61.0,0.07,0.14,12.25,64,100,100,25,40,28,6,2056,135,95,3660,26100,360,0,0,56280,1.125,0,75.0,58.0,59.0,None,89,99.0,89.0,87.0,91.0,,,,11.0,46,112,70.51,,5922,4.98
138,2022-05-21,56.0,62.0,24.0,59.0,60.0,47.0,78.0,56.0,6.483333333333333,31080.0,7740.0,0.5333333333333333,17520.0,3900.0,48,75.0,450.0,14940.0,0.3,8.93,56.61,50.0,55.0,0.22,0.22,12.125,62,100,100,25,40,14,22,2065,463,409,3180,30540,1140,60,0,51480,1.125,0,67.0,44.0,57.0,None,88,86.0,71.0,86.0,67.0,,,,11.0,46,112,70.51,,5922,4.98
139,2022-05-22,65.0,81.0,80.0,46.0,65.0,50.0,67.0,34.0,7.85,36720.0,8460.0,1.675,19170.0,3060.0,46,77.0,180.0,17610.0,0.27,10.47,55.51,51.0,52.0,0.21,0.28,12.625,50,100,100,1,1,1,3,2022,47,41,3420,37020,120,0,0,45840,1.09375,0,76.0,60.0,63.0,None,88,87.0,80.0,83.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
140,2022-05-23,58.0,45.0,37.0,90.0,53.0,63.0,70.0,78.0,5.216666666666667,26160.0,7380.0,0.8,9990.0,5910.0,33,72.0,240.0,11820.0,0.42,7.68,54.35,49.0,56.0,-0.09,0.19,12.0,50,100,100,1,1,3,21,2064,512,361,3180,28020,540,120,0,54540,1.125,0,71.0,48.0,55.0,100,81,100.0,80.0,82.0,76.0,,,,11.0,46,112,70.51,,5922,4.98
141,2022-05-24,60.0,60.0,42.0,34.0,72.0,56.0,86.0,71.0,6.275,28380.0,5790.0,0.9,17040.0,2310.0,37,80.0,600.0,14160.0,-0.02,7.87,55.72,51.0,58.0,0.04,0.12,12.0,50,100,100,1,1,3,11,2050,196,208,3300,28680,600,0,0,53820,1.125,0,67.0,51.0,53.0,None,87,100.0,62.0,82.0,91.0,,,,11.0,46,112,70.51,,5922,4.98
142,2022-05-25,69.0,67.0,61.0,60.0,86.0,53.0,94.0,73.0,6.825,28680.0,4110.0,1.3,15900.0,3990.0,48,86.0,1020.0,14670.0,-0.2,7.77,56.38,51.0,54.0,0.0,0.1,12.125,51,100,100,1,1,6,31,2074,622,531,4740,30600,1080,180,0,49800,1.125,0,63.0,66.0,54.0,None,87,100.0,54.0,80.0,48.0,,,,11.0,46,112,70.51,,5922,4.98
143,2022-05-26,65.0,63.0,55.0,65.0,62.0,54.0,83.0,82.0,6.55,31140.0,7560.0,1.1666666666666667,15090.0,4290.0,41,76.0,1260.0,15600.0,-0.77,7.88,54.3,50.0,55.0,-0.06,0.08,12.25,51,100,100,1,1,9,32,2077,615,565,3000,27540,840,240,0,54780,1.125,0,70.0,60.0,55.0,None,86,100.0,82.0,79.0,73.0,,,,11.0,46,112,70.51,,5922,4.98
144,2022-05-27,69.0,80.0,72.0,68.0,72.0,43.0,89.0,42.0,7.741666666666666,34740.0,6870.0,1.5083333333333333,17970.0,4470.0,50,80.0,690.0,16590.0,0.28,9.93,56.29,51.0,55.0,0.31,0.2,12.5,55,100,100,1,1,33,304,2399,7040,5760,11520,37140,8880,2040,0,26820,1.28125,0,72.0,66.0,60.0,None,86,78.0,64.0,78.0,99.0,,,,11.0,46,112,70.51,,5922,4.98
145,2022-05-28,75.0,89.0,73.0,78.0,81.0,53.0,83.0,39.0,8.45,36360.0,5940.0,1.5416666666666667,19740.0,5130.0,44,84.0,570.0,17640.0,0.1,10.2,53.83,49.0,58.0,0.13,0.28,12.125,67,100,100,1,40,85,430,2498,109,7946,5700,33180,360,5940,0,41220,1.34375,0,83.0,77.0,69.0,100,95,93.0,83.0,79.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
146,2022-05-29,53.0,59.0,29.0,46.0,67.0,48.0,72.0,33.0,6.225,28620.0,6210.0,0.6333333333333333,17010.0,3120.0,45,78.0,300.0,13380.0,1.47,9.42,53.63,49.0,67.0,0.37,0.38,12.5,65,100,100,1,40,77,27,2064,605,493,4320,32700,1500,0,0,47880,1.125,0,72.0,39.0,67.0,None,90,73.0,92.0,85.0,69.0,,,,11.0,46,112,70.51,,5922,4.98
147,2022-05-30,65.0,74.0,55.0,45.0,69.0,52.0,99.0,42.0,7.325,33300.0,6930.0,1.1666666666666667,19200.0,2970.0,48,79.0,900.0,16560.0,0.32,9.57,54.38,50.0,62.0,-0.06,0.28,12.375,71,100,100,1,71,96,316,2362,343,5274,6360,34080,600,2940,0,42420,1.28125,0,81.0,60.0,70.0,100,89,100.0,83.0,86.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
148,2022-05-31,63.0,64.0,43.0,59.0,86.0,50.0,75.0,72.0,6.633333333333334,27720.0,3840.0,0.9083333333333333,16740.0,3870.0,47,86.0,390.0,14070.0,0.0,7.7,52.87,48.0,58.0,-0.06,0.16,11.75,71,100,100,1,71,91,31,2083,685,474,7740,30300,2220,0,0,46140,1.125,0,75.0,56.0,69.0,None,93,100.0,100.0,86.0,47.0,,,,11.0,46,112,70.51,,5922,4.98
149,2022-06-01,69.0,69.0,59.0,46.0,86.0,57.0,97.0,74.0,6.991666666666666,29220.0,4050.0,1.25,17640.0,3030.0,42,86.0,840.0,14670.0,-0.23,7.88,53.51,48.0,56.0,-0.02,0.07,12.375,68,100,100,1,71,73,30,2069,617,476,4320,31380,1140,120,0,49440,1.125,0,81.0,66.0,70.0,100,89,100.0,83.0,85.0,90.0,,,,11.0,46,112,70.51,,5922,4.98
150,2022-06-02,67.0,70.0,72.0,48.0,72.0,62.0,54.0,84.0,7.033333333333333,31560.0,6240.0,1.5083333333333333,16650.0,3240.0,34,80.0,1920.0,16200.0,-1.0,7.77,54.59,50.0,60.0,-0.01,0.07,12.125,65,100,100,1,71,53,29,2086,654,460,4680,26400,1980,0,0,53340,1.125,0,76.0,63.0,70.0,None,90,100.0,83.0,86.0,74.0,,,,11.0,46,112,70.51,,5922,4.98
151,2022-06-03,70.0,62.0,49.0,96.0,79.0,69.0,86.0,69.0,6.458333333333333,28080.0,4830.0,1.0416666666666667,12990.0,6510.0,36,83.0,1200.0,14250.0,0.05,7.85,55.42,51.0,57.0,0.02,0.08,12.125,65,100,100,1,71,50,160,2215,3847,2932,12900,34320,3420,1560,0,34200,1.1875,0,72.0,68.0,67.0,None,89,100.0,74.0,85.0,54.0,,,,11.0,46,112,70.51,,5922,4.98
152,2022-06-04,70.0,73.0,67.0,96.0,65.0,54.0,72.0,69.0,7.233333333333333,33720.0,7680.0,1.4083333333333334,14130.0,6840.0,39,77.0,300.0,15600.0,-0.33,9.03,53.49,48.0,57.0,0.08,0.12,12.25,68,100,100,1,71,76,352,2452,707,6312,13560,31320,1620,4560,0,35340,1.3125,0,77.0,68.0,68.0,93,89,98.0,100.0,85.0,37.0,,,,11.0,46,112,70.51,,5922,4.98
153,2022-06-05,55.0,56.0,39.0,39.0,65.0,48.0,86.0,55.0,5.991666666666666,27900.0,6330.0,0.8333333333333334,15960.0,2610.0,49,77.0,600.0,14100.0,0.53,8.28,53.15,49.0,57.0,-0.15,0.05,12.125,81,100,100,25,96,99,899,3008,231,15971,3600,29820,600,10560,0,41820,1.625,0,76.0,43.0,64.0,99,98,100.0,83.0,85.0,86.0,,,,11.0,46,112,70.51,,5922,4.98
154,2022-06-06,73.0,73.0,56.0,97.0,81.0,58.0,91.0,60.0,7.291666666666667,31080.0,4830.0,1.1833333333333333,14520.0,7470.0,38,84.0,720.0,15870.0,-0.12,8.52,53.61,50.0,65.0,-0.01,0.02,12.125,80,100,100,25,96,99,359,2448,8014,6490,12180,33840,6660,3300,180,30240,1.3125,0,81.0,73.0,66.0,None,100,100.0,83.0,86.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
155,2022-06-07,70.0,65.0,58.0,96.0,88.0,62.0,70.0,68.0,6.716666666666667,27900.0,3720.0,1.225,12990.0,6780.0,34,87.0,270.0,13950.0,0.15,7.9,55.51,48.0,59.0,-0.01,0.03,12.375,77,100,100,25,96,98,45,2100,921,820,9720,28500,1500,300,0,46380,1.125,0,72.0,68.0,65.0,92,96,100.0,92.0,86.0,1.0,,,,11.0,46,112,70.51,,5922,4.98
156,2022-06-08,63.0,63.0,52.0,38.0,83.0,64.0,75.0,67.0,6.558333333333334,27720.0,4110.0,1.1083333333333334,17040.0,2580.0,38,85.0,390.0,14010.0,0.17,7.87,53.23,49.0,58.0,-0.05,0.04,12.0,80,100,100,25,96,97,33,2062,570,531,2160,33420,960,240,0,49620,1.09375,0,80.0,56.0,64.0,100,98,100.0,92.0,86.0,92.0,,,,11.0,46,112,70.51,,5922,4.98
157,2022-06-09,77.0,78.0,85.0,58.0,76.0,64.0,86.0,96.0,7.6,33300.0,5940.0,1.7916666666666667,17070.0,3840.0,34,82.0,1170.0,16170.0,-1.38,7.87,55.17,49.0,56.0,0.07,0.08,12.125,80,100,100,25,96,95,15,2058,342,241,2940,26460,720,60,0,56220,1.125,0,78.0,80.0,67.0,None,99,99.0,100.0,86.0,34.0,,,,11.0,46,112,70.51,,5922,4.98
158,2022-06-10,61.0,56.0,37.0,77.0,67.0,52.0,89.0,69.0,6.008333333333334,27720.0,6090.0,0.8,13650.0,5100.0,46,78.0,660.0,13230.0,0.32,8.02,55.44,50.0,60.0,-0.01,0.09,12.125,76,100,100,25,96,66,49,2136,1026,686,8940,26880,2460,240,0,47880,1.15625,0,77.0,52.0,63.0,100,92,100.0,83.0,86.0,89.0,,,,11.0,46,112,70.51,,5922,4.98
159,2022-06-11,65.0,71.0,65.0,96.0,62.0,54.0,64.0,35.0,7.125,33660.0,8010.0,1.375,13980.0,6720.0,41,76.0,120.0,14220.0,1.2,10.55,55.8,51.0,58.0,0.22,0.18,12.75,76,100,100,25,96,71,294,2365,599,4708,8220,38580,2340,2400,0,34860,1.28125,0,77.0,59.0,64.0,None,93,86.0,83.0,86.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
160,2022-06-12,73.0,79.0,92.0,60.0,76.0,52.0,75.0,69.0,7.691666666666666,33960.0,6270.0,1.925,16740.0,4020.0,43,82.0,360.0,15750.0,-0.37,9.07,52.69,48.0,63.0,-0.07,0.14,12.125,74,100,100,1,96,96,463,2531,179,7791,7440,30540,420,4500,0,43500,1.375,0,82.0,73.0,68.0,None,91,100.0,92.0,86.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
161,2022-06-13,59.0,51.0,37.0,62.0,88.0,62.0,81.0,48.0,5.675,23400.0,2970.0,0.8,13440.0,4110.0,37,87.0,480.0,11970.0,1.37,7.87,53.43,48.0,64.0,0.04,0.11,12.25,70,100,100,1,71,94,9,2046,172,102,4920,29160,540,60,0,51720,1.125,0,69.0,49.0,63.0,None,94,100.0,100.0,87.0,14.0,,,,11.0,46,112,70.51,,5922,4.98
162,2022-06-14,56.0,57.0,47.0,38.0,72.0,46.0,70.0,67.0,6.108333333333333,27420.0,5430.0,0.9916666666666667,15870.0,2550.0,50,80.0,1530.0,13770.0,0.25,7.87,54.53,49.0,59.0,0.03,0.09,12.125,74,100,100,1,96,95,192,2236,59,2928,3660,28500,120,0,1080,53040,1.21875,0,72.0,44.0,59.0,100,89,100.0,91.0,87.0,50.0,,,,11.0,46,112,70.51,,5922,4.98
163,2022-06-15,61.0,59.0,46.0,62.0,55.0,57.0,72.0,85.0,6.216666666666667,30840.0,8460.0,0.975,14760.0,4110.0,39,73.0,330.0,15030.0,-0.72,7.85,55.58,48.0,56.0,-0.23,0.01,12.375,73,100,95,1,96,90,29,2081,613,424,9600,30300,960,180,0,45360,1.125,1,70.0,52.0,56.0,None,91,97.0,73.0,86.0,81.0,,,,11.0,46,112,70.51,,5922,4.98
164,2022-06-16,71.0,71.0,72.0,73.0,69.0,47.0,89.0,88.0,7.133333333333334,32400.0,6720.0,1.5333333333333334,15360.0,4800.0,48,79.0,1140.0,16350.0,-1.17,7.83,53.9,48.0,56.0,-0.06,-0.02,12.0,70,100,100,1,96,68,20,2079,372,252,6300,28680,1380,60,0,49980,1.125,0,78.0,69.0,58.0,None,90,100.0,91.0,86.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
165,2022-06-17,63.0,61.0,55.0,68.0,69.0,52.0,64.0,81.0,6.391666666666667,29280.0,6270.0,1.1583333333333334,14370.0,4470.0,41,79.0,150.0,13950.0,-0.27,7.87,53.33,48.0,62.0,-0.27,-0.1,12.25,67,100,100,1,96,47,22,2075,442,366,5400,27060,1380,0,0,52560,1.125,0,73.0,56.0,57.0,None,88,96.0,73.0,86.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
