,Date,Sleep Score,Total Sleep Score,REM Sleep Score,Deep Sleep Score,Sleep Efficiency Score,Restfulness Score,Sleep Latency Score,Sleep Timin Score,Total Sleep Duration,Total Bedtime ,Awake Time,REM Sleep Duration,Light Sleep Duration,Deep Sleep Duration,Restless Sleep,Sleep Efficiency,Sleep Latency,Sleep Timing,Bedtime Start,Bedtime End,Average Resting Heart Rate,Lowest Resting Heart Rate,Average HRV,Temperature Deviation (°C),Temperature Trend Deviation,Respiratory Rate,Activity Score,Stay Active Score,Move Every Hour Score,Meet Daily Targets Score,Training Frequency Score,Training Volume Score,Activity Burn,Total Burn,Steps,Equivalent Walking Distance,Inactive Time,Rest Time,Low Activity Time,Medium Activity Time,High Activity Time,Non-wear Time,Average MET,Long Periods of Inactivity,Readiness Score,Previous Night Score,Sleep Balance Score,Previous Day Activity Score,Activity Balance Score,Temperature Score,Resting Heart Rate Score,HRV Balance Score,Recovery Index Score,Unnamed: 1,Unnamed: 2,Basal Body Temperature (degF),Flights Climbed (count),Heart Rate [Min] (count/min),Heart Rate [Max] (count/min),Heart Rate [Avg] (count/min),Heart Rate Variability (ms),Step Count (count),Walking + Running Distance (mi) 
226,2022-08-17,62.0,72.0,52.0,92.0,72.0,46.0,75.0,11.0,7.208333333333333,32340.0,6390.0,1.0916666666666666,15960.0,6060.0,51,80.0,390.0,15840.0,2.42,11.4,51.7,47.0,67.0,-0.15,0.02,12.0,51,100,100,1,1,8,21,2047,450,331,6000,38700,1320,60,0,40320,1.09375,0,78.0,53.0,73.0,None,81,100.0,100.0,86.0,76.0,,,,11.0,46,112,70.51,,5922,4.98
227,2022-08-18,66.0,79.0,72.0,74.0,65.0,54.0,81.0,16.0,7.7,35940.0,8220.0,1.5083333333333333,17400.0,4890.0,44,77.0,510.0,16590.0,1.65,11.63,53.77,48.0,57.0,0.0,0,12.375,51,100,100,1,1,7,15,2048,309,288,6480,33120,840,60,0,45900,1.09375,0,82.0,60.0,76.0,None,81,100.0,100.0,85.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
228,2022-08-19,56.0,54.0,31.0,92.0,79.0,55.0,70.0,12.0,5.841666666666667,25440.0,4410.0,0.6833333333333333,12510.0,6060.0,41,83.0,240.0,12540.0,3.18,10.25,52.33,48.0,65.0,-0.14,-0.01,12.375,51,100,100,1,1,8,24,2067,455,352,6000,29400,960,120,0,49920,1.125,0,71.0,42.0,71.0,None,81,100.0,100.0,86.0,38.0,,,,11.0,46,112,70.51,,5922,4.98
229,2022-08-20,65.0,71.0,58.0,72.0,72.0,55.0,97.0,16.0,7.108333333333333,31920.0,6330.0,1.225,16440.0,4740.0,42,80.0,930.0,14400.0,2.25,11.12,52.37,48.0,68.0,0.1,0.05,12.625,51,100,100,1,1,6,5,2022,94,68,5220,37320,300,0,0,43560,1.09375,0,81.0,58.0,71.0,None,82,97.0,100.0,88.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
230,2022-08-21,59.0,47.0,20.0,76.0,88.0,59.0,70.0,79.0,5.4,22320.0,2880.0,0.45,12780.0,5040.0,35,87.0,240.0,11400.0,0.5,6.7,53.86,47.0,67.0,-0.06,0.05,12.5,51,100,100,1,1,4,3,2061,72,22,2700,19740,180,0,0,63780,1.125,0,66.0,48.0,63.0,None,82,100.0,100.0,89.0,1.0,,,,11.0,46,112,70.51,,5922,4.98
231,2022-08-22,66.0,69.0,78.0,73.0,74.0,57.0,89.0,23.0,6.95,30780.0,5760.0,1.65,14310.0,4770.0,40,81.0,690.0,14880.0,1.5,10.05,53.66,50.0,57.0,-0.11,0.01,12.75,51,100,100,1,1,5,12,2045,202,180,2940,30420,300,60,0,52680,1.09375,0,76.0,60.0,62.0,None,82,100.0,85.0,87.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
232,2022-08-23,63.0,64.0,56.0,93.0,51.0,57.0,94.0,23.0,6.633333333333334,33420.0,9540.0,1.1833333333333333,13500.0,6120.0,37,71.0,780.0,15030.0,1.45,10.73,50.72,47.0,72.0,-0.16,-0.05,12.75,50,100,100,1,1,3,6,2038,139,27,3540,34620,540,0,0,47700,1.09375,0,78.0,55.0,60.0,None,83,99.0,100.0,89.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
233,2022-08-24,67.0,73.0,64.0,73.0,79.0,53.0,89.0,30.0,7.233333333333333,31560.0,5520.0,1.35,16410.0,4770.0,42,83.0,690.0,14970.0,1.15,9.92,52.98,48.0,61.0,-0.11,-0.07,12.625,51,100,100,1,1,4,16,2063,323,241,3960,25980,540,120,0,55800,1.125,0,80.0,62.0,63.0,None,83,100.0,100.0,89.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
234,2022-08-25,57.0,66.0,44.0,60.0,55.0,47.0,99.0,12.0,6.775,33420.0,9030.0,0.925,17100.0,3960.0,50,73.0,900.0,15120.0,2.5,11.78,53.1,48.0,62.0,0.0,-0.02,12.625,51,100,100,1,1,3,18,2050,345,345,4620,34020,780,0,0,46980,1.09375,0,77.0,44.0,63.0,None,83,100.0,100.0,88.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
235,2022-08-26,51.0,57.0,52.0,50.0,55.0,59.0,48.0,15.0,6.058333333333334,29700.0,7890.0,1.1083333333333334,14460.0,3360.0,34,73.0,2040.0,14340.0,2.45,10.7,54.82,48.0,62.0,0.06,0.05,12.75,50,100,100,1,1,3,16,2062,304,269,2760,27600,780,0,0,55260,1.125,0,70.0,33.0,60.0,None,83,100.0,100.0,88.0,69.0,,,,11.0,46,112,70.51,,5922,4.98
236,2022-08-27,42.0,38.0,19.0,61.0,53.0,49.0,67.0,14.0,4.733333333333333,23520.0,6480.0,0.4083333333333333,11520.0,4050.0,37,72.0,210.0,11670.0,3.28,9.82,59.5,51.0,52.0,-0.13,0.04,13.25,68,100,100,25,40,53,332,2395,127,5400,6120,28140,180,2760,0,49200,1.3125,0,53.0,17.0,50.0,None,84,100.0,75.0,86.0,1.0,,,,11.0,46,112,70.51,,5922,4.98
237,2022-08-28,71.0,85.0,96.0,69.0,79.0,57.0,70.0,14.0,8.158333333333333,35580.0,6210.0,2.066666666666667,17370.0,4560.0,39,83.0,270.0,17670.0,1.63,11.52,53.58,49.0,70.0,-0.12,0,13.0,68,100,100,25,40,49,12,2032,211,193,3660,34620,660,0,0,47460,1.09375,0,78.0,69.0,57.0,None,85,100.0,93.0,87.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
238,2022-08-29,56.0,62.0,63.0,71.0,62.0,55.0,40.0,22.0,6.441666666666666,30420.0,7230.0,1.325,13770.0,4650.0,44,76.0,2220.0,15300.0,1.48,9.93,51.27,48.0,70.0,-0.13,-0.02,12.625,67,100,100,25,40,44,6,2038,98,80,3720,31620,360,0,0,50700,1.09375,0,75.0,42.0,56.0,None,85,100.0,100.0,89.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
239,2022-08-30,61.0,65.0,53.0,76.0,62.0,50.0,91.0,22.0,6.708333333333333,31860.0,7710.0,1.125,15090.0,5010.0,42,76.0,1080.0,14640.0,1.67,10.52,51.83,48.0,63.0,-0.23,-0.07,12.875,66,100,100,25,40,39,13,2046,230,198,3480,31980,780,60,0,50100,1.09375,0,76.0,51.0,57.0,None,85,97.0,100.0,88.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
240,2022-08-31,57.0,56.0,41.0,74.0,67.0,61.0,83.0,22.0,6.05,27840.0,6060.0,0.8833333333333333,13710.0,4890.0,38,78.0,540.0,13800.0,1.83,9.57,53.42,47.0,59.0,-0.07,-0.05,12.875,65,100,100,25,40,30,13,2053,258,236,5160,29280,780,0,0,51180,1.125,0,68.0,44.0,55.0,None,85,100.0,100.0,88.0,37.0,,,,11.0,46,112,70.51,,5922,4.98
241,2022-09-01,64.0,71.0,56.0,72.0,67.0,62.0,78.0,20.0,7.075,32460.0,6990.0,1.175,16530.0,4710.0,38,78.0,1350.0,16080.0,1.47,10.48,52.72,48.0,57.0,-0.01,0,12.5,63,100,100,25,40,19,7,2045,117,89,3060,31080,780,0,0,51480,1.09375,0,77.0,56.0,58.0,None,85,100.0,100.0,86.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
242,2022-09-02,68.0,73.0,79.0,96.0,74.0,57.0,75.0,18.0,7.241666666666666,32340.0,6270.0,1.6666666666666667,13350.0,6720.0,39,81.0,390.0,15450.0,1.77,10.75,53.7,50.0,61.0,0.03,0.07,12.75,62,100,100,25,40,9,0,2025,21,0,2700,32640,0,0,0,51060,1.09375,0,76.0,64.0,61.0,None,85,100.0,83.0,86.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
243,2022-09-03,65.0,73.0,67.0,86.0,72.0,57.0,64.0,17.0,7.3,32820.0,6540.0,1.4083333333333334,15600.0,5610.0,39,80.0,150.0,15720.0,1.87,10.98,51.95,48.0,61.0,-0.23,0,12.875,50,100,100,1,1,1,9,2033,166,128,2940,35820,660,0,0,46980,1.09375,0,79.0,58.0,64.0,None,84,97.0,100.0,86.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
244,2022-09-04,68.0,77.0,89.0,88.0,55.0,55.0,72.0,21.0,7.566666666666666,37140.0,9900.0,1.8833333333333333,14730.0,5730.0,41,73.0,1500.0,18000.0,0.75,11.07,52.21,46.0,62.0,-0.02,-0.01,13.0,50,100,100,1,1,1,6,2040,170,52,2700,33420,540,0,0,49740,1.09375,0,82.0,64.0,68.0,100,79,100.0,99.0,86.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
245,2022-09-05,59.0,64.0,34.0,96.0,55.0,61.0,67.0,20.0,6.583333333333333,32580.0,8880.0,0.7333333333333333,14040.0,7020.0,32,73.0,180.0,13620.0,2.08,11.13,51.12,46.0,59.0,-0.13,-0.03,12.875,50,100,100,1,1,1,11,2040,195,164,6840,28020,660,0,0,50880,1.125,0,78.0,48.0,67.0,None,84,100.0,100.0,85.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
246,2022-09-06,66.0,73.0,83.0,48.0,93.0,58.0,89.0,7.0,7.3,29580.0,3300.0,1.7416666666666667,16770.0,3240.0,41,89.0,1140.0,14790.0,3.12,11.33,55.16,51.0,54.0,-0.14,-0.03,12.25,50,100,100,1,1,2,19,2023,405,331,4200,35880,780,120,0,45420,1.09375,0,75.0,60.0,69.0,None,84,100.0,72.0,81.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
247,2022-09-07,55.0,60.0,23.0,78.0,51.0,52.0,72.0,39.0,6.35,32340.0,9480.0,0.5166666666666667,15870.0,5130.0,44,71.0,1470.0,14220.0,1.07,10.05,50.84,45.0,68.0,0.04,0,12.5,50,100,100,1,1,2,4,2022,89,72,2040,29220,240,0,0,54900,1.09375,0,73.0,40.0,67.0,None,84,100.0,96.0,85.0,74.0,,,,11.0,46,112,70.51,,5922,4.98
248,2022-09-08,57.0,61.0,46.0,82.0,67.0,51.0,64.0,24.0,6.4,29700.0,6660.0,0.975,14130.0,5400.0,47,78.0,150.0,13950.0,1.65,9.9,50.27,46.0,75.0,0.08,0.09,12.75,50,100,100,1,1,2,4,2021,47,63,2340,29220,180,0,0,54660,1.09375,0,76.0,44.0,64.0,None,84,98.0,100.0,88.0,91.0,,,,11.0,46,112,70.51,,5922,4.98
249,2022-09-09,65.0,68.0,71.0,96.0,72.0,59.0,64.0,18.0,6.883333333333334,31080.0,6300.0,1.4916666666666667,12390.0,7020.0,38,80.0,150.0,14130.0,2.22,10.85,51.52,47.0,61.0,-0.02,0.1,12.875,50,100,100,1,1,1,7,2024,178,48,3540,31440,480,0,0,50940,1.09375,0,79.0,58.0,64.0,None,84,100.0,100.0,87.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
250,2022-09-10,67.0,64.0,80.0,80.0,76.0,69.0,89.0,21.0,6.608333333333333,29100.0,5310.0,1.675,12480.0,5280.0,26,82.0,1140.0,14340.0,1.83,9.92,51.59,45.0,62.0,-0.02,0.07,12.375,50,100,100,1,1,1,8,2032,207,137,5040,28140,540,0,0,52680,1.125,0,73.0,62.0,63.0,None,84,100.0,98.0,87.0,49.0,,,,11.0,46,112,70.51,,5922,4.98
251,2022-09-11,69.0,79.0,72.0,97.0,76.0,60.0,70.0,13.0,7.691666666666666,33720.0,6030.0,1.5166666666666666,15180.0,7050.0,37,82.0,270.0,16440.0,2.0,11.37,54.79,48.0,56.0,-0.19,-0.01,12.625,50,100,100,1,1,1,10,2029,248,67,5400,34500,780,0,0,45720,1.09375,0,75.0,65.0,67.0,None,84,98.0,94.0,86.0,57.0,,,,11.0,46,112,70.51,,5922,4.98
252,2022-09-12,58.0,59.0,43.0,89.0,67.0,60.0,67.0,19.0,6.25,28980.0,6480.0,0.9083333333333333,13440.0,5790.0,37,78.0,180.0,13890.0,2.13,10.18,53.78,48.0,60.0,0.03,0,12.25,50,100,100,1,1,1,3,2024,75,18,3600,28920,60,0,0,53820,1.125,0,74.0,46.0,65.0,100,79,100.0,94.0,86.0,60.0,,,,11.0,46,112,70.51,,5922,4.98
253,2022-09-13,69.0,84.0,79.0,67.0,90.0,51.0,70.0,12.0,8.066666666666666,32880.0,3840.0,1.6583333333333334,18690.0,4380.0,44,88.0,270.0,16080.0,2.23,11.37,53.81,49.0,61.0,0.01,0.04,12.75,50,100,100,1,1,1,1,2000,14,0,1020,35400,60,0,0,49920,1.09375,0,76.0,65.0,71.0,None,84,100.0,85.0,85.0,70.0,,,,11.0,46,112,70.51,,5922,4.98
254,2022-09-14,70.0,75.0,61.0,95.0,88.0,60.0,81.0,21.0,7.391666666666667,30660.0,4050.0,1.3,15510.0,6420.0,38,87.0,480.0,15120.0,1.65,10.17,51.42,47.0,67.0,-0.09,0.03,12.625,50,100,100,1,1,1,2,2011,59,7,1440,30900,120,0,0,53940,1.09375,0,83.0,67.0,73.0,None,84,100.0,100.0,86.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
255,2022-09-15,59.0,70.0,54.0,66.0,51.0,52.0,78.0,18.0,6.991666666666666,35280.0,10110.0,1.15,16710.0,4320.0,42,71.0,450.0,16800.0,1.47,11.27,52.37,47.0,66.0,-0.12,-0.01,12.75,50,100,100,1,1,1,3,2007,61,26,2640,35940,240,0,0,47580,1.09375,0,77.0,48.0,73.0,None,84,100.0,100.0,87.0,70.0,,,,11.0,46,112,70.51,,5922,4.98
256,2022-09-16,70.0,82.0,91.0,84.0,67.0,59.0,67.0,19.0,7.858333333333333,36420.0,8130.0,1.9083333333333334,15960.0,5460.0,36,78.0,180.0,16410.0,1.48,11.6,55.03,50.0,59.0,0.21,0.08,12.5,50,100,100,1,1,1,3,2015,65,57,840,31980,120,0,0,53460,1.09375,0,80.0,67.0,77.0,None,84,86.0,76.0,86.0,97.0,,,,11.0,46,112,70.51,,5922,4.98
257,2022-09-17,58.0,63.0,58.0,67.0,65.0,58.0,67.0,13.0,6.475,30300.0,6990.0,1.2333333333333334,14520.0,4350.0,37,77.0,180.0,14250.0,2.68,11.1,56.07,51.0,52.0,-0.27,0.02,12.375,50,100,100,1,1,3,38,2066,720,520,5100,32400,2160,120,0,46620,1.125,0,74.0,46.0,74.0,None,84,96.0,68.0,83.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
258,2022-09-18,64.0,78.0,64.0,52.0,79.0,61.0,70.0,10.0,7.591666666666667,33120.0,5790.0,1.3416666666666666,19050.0,3450.0,37,83.0,240.0,16590.0,2.27,11.47,54.36,48.0,56.0,-0.06,-0.02,12.375,50,100,100,1,1,3,9,2014,142,155,3840,34380,540,0,0,47640,1.09375,0,75.0,56.0,76.0,None,84,100.0,95.0,81.0,50.0,,,,11.0,46,112,70.51,,5922,4.98
259,2022-09-19,58.0,62.0,52.0,81.0,62.0,53.0,70.0,22.0,6.45,30600.0,7380.0,1.0916666666666666,14040.0,5250.0,44,76.0,270.0,15120.0,1.53,10.03,54.87,50.0,58.0,0.18,0.05,12.75,50,100,100,1,1,2,14,2055,303,205,6660,24900,840,0,0,54000,1.125,0,75.0,46.0,73.0,None,84,90.0,78.0,80.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
260,2022-09-20,57.0,63.0,33.0,90.0,60.0,55.0,75.0,6.0,6.508333333333334,31440.0,8010.0,0.7166666666666667,15000.0,5850.0,43,75.0,390.0,15330.0,3.02,11.75,55.05,50.0,59.0,0.06,0.14,12.75,50,100,100,1,1,2,3,2005,94,23,3540,36360,240,0,0,46260,1.09375,0,73.0,44.0,70.0,None,84,100.0,78.0,79.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
261,2022-09-21,61.0,58.0,44.0,97.0,55.0,69.0,72.0,33.0,6.166666666666667,30420.0,8220.0,0.925,11490.0,7380.0,26,73.0,300.0,13800.0,1.37,9.82,53.52,48.0,71.0,0.01,0.12,12.5,50,100,100,1,1,3,36,2083,727,585,8280,28620,2040,60,0,47400,1.15625,0,72.0,51.0,66.0,None,84,100.0,95.0,84.0,55.0,,,,11.0,46,112,70.51,,5922,4.98
262,2022-09-22,63.0,78.0,64.0,70.0,69.0,52.0,70.0,9.0,7.583333333333333,34500.0,7200.0,1.3416666666666666,17880.0,4590.0,41,79.0,270.0,17370.0,2.18,11.77,54.22,50.0,65.0,-0.06,0.05,12.375,50,100,100,1,1,2,9,2025,155,166,4260,30660,420,0,0,51060,1.09375,0,78.0,55.0,69.0,100,80,100.0,78.0,85.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
263,2022-09-23,50.0,56.0,38.0,55.0,58.0,43.0,75.0,13.0,5.983333333333333,29280.0,7740.0,0.8166666666666667,14970.0,3630.0,50,74.0,360.0,14190.0,2.7,10.83,52.19,49.0,63.0,-0.12,0,12.5,50,100,100,1,1,2,83,2183,1608,1162,9720,24540,5820,60,0,46260,1.21875,0,71.0,31.0,64.0,None,83,100.0,86.0,86.0,94.0,,,,11.0,46,112,70.51,,5922,4.98
264,2022-09-24,55.0,56.0,64.0,68.0,81.0,35.0,94.0,1.0,5.983333333333333,25560.0,4020.0,1.35,12270.0,4410.0,49,84.0,780.0,12270.0,4.87,11.97,56.39,52.0,55.0,-0.05,-0.01,12.75,50,100,100,1,1,2,14,2041,338,148,8160,30060,1260,0,0,46920,1.125,0,66.0,40.0,59.0,None,84,100.0,60.0,84.0,85.0,,,,11.0,46,112,70.51,,5922,4.98
265,2022-09-25,53.0,62.0,40.0,55.0,58.0,54.0,67.0,11.0,6.45,31200.0,7980.0,0.8666666666666667,16470.0,3630.0,45,74.0,210.0,14310.0,2.83,11.5,53.98,47.0,63.0,-0.11,-0.02,12.5,50,100,100,1,1,3,15,2023,312,211,2100,33960,600,60,0,49680,1.09375,0,69.0,37.0,57.0,None,83,100.0,100.0,85.0,59.0,,,,11.0,46,112,70.51,,5922,4.98
266,2022-09-26,62.0,65.0,54.0,67.0,81.0,61.0,83.0,19.0,6.675,28620.0,4590.0,1.1416666666666666,15540.0,4380.0,35,84.0,540.0,13650.0,2.25,10.2,55.0,50.0,58.0,-0.12,-0.04,12.5,50,100,100,1,1,2,9,2029,180,142,4560,28860,540,0,0,52440,1.125,0,71.0,53.0,57.0,None,83,100.0,78.0,84.0,95.0,,,,11.0,46,112,70.51,,5922,4.98
267,2022-09-27,57.0,71.0,43.0,67.0,60.0,46.0,70.0,13.0,7.075,33900.0,8430.0,0.9083333333333333,17820.0,4380.0,48,75.0,270.0,15270.0,2.32,11.73,52.19,46.0,69.0,-0.17,-0.08,12.125,50,100,100,1,1,2,10,2040,205,131,6000,28380,720,0,0,51300,1.125,0,75.0,44.0,60.0,None,83,99.0,100.0,86.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
268,2022-09-29,62.0,69.0,39.0,69.0,65.0,48.0,72.0,58.0,6.941666666666666,32640.0,7650.0,0.825,17520.0,4500.0,47,77.0,300.0,15750.0,0.0,9.07,53.52,48.0,64.0,0.07,0.07,11.875,60,100,100,1,40,42,3,2020,72,34,3240,29100,240,0,0,53820,1.09375,0,68.0,53.0,42.0,None,84,99.0,94.0,87.0,70.0,,,,11.0,46,112,70.51,,5922,4.98
269,2022-09-30,60.0,76.0,54.0,69.0,51.0,51.0,56.0,29.0,7.458333333333333,37560.0,10710.0,1.15,18240.0,4470.0,43,71.0,1830.0,17280.0,0.53,10.97,53.49,47.0,67.0,-0.06,0.07,12.5,60,100,100,1,40,38,9,2023,194,105,4020,33960,660,0,0,47760,1.09375,0,73.0,49.0,48.0,None,84,100.0,100.0,88.0,94.0,,,,11.0,46,112,70.51,,5922,4.98
270,2022-10-01,51.0,59.0,23.0,69.0,44.0,52.0,64.0,29.0,6.2,33060.0,10740.0,0.5083333333333333,15960.0,4530.0,43,68.0,150.0,13020.0,1.72,10.9,51.09,47.0,67.0,0.19,0.12,12.875,71,100,100,1,71,92,495,2598,4504,8968,8040,28380,3000,6240,0,40740,1.40625,0,70.0,33.0,47.0,None,84,89.0,100.0,88.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
271,2022-10-02,65.0,64.0,83.0,93.0,76.0,66.0,67.0,10.0,6.616666666666666,28920.0,5100.0,1.7416666666666667,11520.0,6030.0,35,82.0,210.0,13950.0,3.0,11.03,52.46,47.0,70.0,-0.08,0.08,12.625,69,100,100,1,71,81,5,2008,107,84,5880,34920,360,0,0,45240,1.09375,0,73.0,58.0,48.0,None,89,100.0,100.0,89.0,80.0,,,,11.0,46,112,70.51,,5922,4.98
272,2022-10-03,55.0,61.0,44.0,63.0,53.0,50.0,72.0,34.0,6.333333333333333,31860.0,9060.0,0.9333333333333333,15330.0,4110.0,49,72.0,300.0,14190.0,1.22,10.07,51.3,46.0,62.0,-0.22,-0.03,12.5,70,100,95,1,71,90,183,2225,105,3159,5280,29040,240,1920,0,49920,1.21875,1,71.0,40.0,50.0,None,89,97.0,100.0,89.0,80.0,,,,11.0,46,112,70.51,,5922,4.98
273,2022-10-04,58.0,64.0,52.0,66.0,60.0,53.0,75.0,20.0,6.591666666666667,31560.0,7830.0,1.0916666666666666,15480.0,4320.0,43,75.0,360.0,14400.0,1.85,10.62,50.67,46.0,59.0,0.06,-0.02,12.125,68,100,100,1,71,74,5,2011,75,66,2100,33960,420,0,0,49920,1.09375,0,77.0,46.0,52.0,100,91,99.0,100.0,88.0,93.0,,,,11.0,46,112,70.51,,5922,4.98
274,2022-10-05,63.0,62.0,58.0,92.0,65.0,40.0,86.0,46.0,6.425,29940.0,6810.0,1.225,12750.0,5970.0,43,77.0,600.0,13350.0,1.05,9.37,50.56,46.0,59.0,-0.28,-0.08,12.25,63,100,100,1,40,57,11,2038,249,167,2940,27900,480,60,0,55020,1.125,0,71.0,55.0,53.0,None,91,96.0,100.0,87.0,54.0,,,,11.0,46,112,70.51,,5922,4.98
275,2022-10-06,52.0,52.0,35.0,63.0,51.0,55.0,67.0,34.0,5.691666666666666,28980.0,8490.0,0.7666666666666667,13620.0,4110.0,42,71.0,180.0,12480.0,1.72,9.77,51.13,47.0,54.0,-0.16,-0.12,12.5,78,100,100,25,71,96,611,2656,82,9213,2280,27000,120,0,3180,53820,1.4375,0,70.0,35.0,50.0,None,88,99.0,100.0,84.0,89.0,,,,11.0,46,112,70.51,,5922,4.98
276,2022-10-07,56.0,61.0,54.0,76.0,51.0,55.0,70.0,17.0,6.35,31980.0,9120.0,1.1416666666666666,13770.0,4980.0,43,71.0,270.0,15120.0,2.02,10.9,50.64,47.0,56.0,-0.28,-0.19,12.375,78,100,100,25,71,95,20,2031,391,289,5400,39180,960,120,0,40740,1.09375,0,71.0,42.0,49.0,60,96,95.0,100.0,81.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
277,2022-10-08,54.0,34.0,14.0,54.0,88.0,64.0,67.0,100.0,4.4,18300.0,2460.0,0.31666666666666665,11100.0,3600.0,33,87.0,180.0,8820.0,0.28,5.37,51.6,47.0,59.0,-0.22,-0.18,12.0,72,100,100,25,40,80,2,2049,43,8,2580,17280,120,0,0,66420,1.125,0,60.0,39.0,41.0,None,88,98.0,100.0,80.0,20.0,,,,11.0,46,112,70.51,,5922,4.98
278,2022-10-09,69.0,75.0,70.0,96.0,51.0,52.0,91.0,46.0,7.341666666666667,37140.0,10710.0,1.4833333333333334,14460.0,6630.0,44,71.0,1080.0,16380.0,0.2,10.52,52.43,48.0,55.0,-0.38,-0.23,12.25,70,100,100,25,40,65,3,2025,80,12,2220,29880,240,0,0,54060,1.09375,0,72.0,65.0,46.0,None,87,92.0,91.0,77.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
279,2022-10-10,58.0,53.0,57.0,88.0,60.0,60.0,72.0,23.0,5.75,27720.0,7020.0,1.2083333333333333,10590.0,5760.0,43,75.0,300.0,12870.0,2.05,9.75,51.02,46.0,64.0,-0.13,-0.18,12.625,67,100,100,25,40,47,4,2022,110,33,2700,31200,300,0,0,52200,1.09375,0,70.0,46.0,44.0,None,87,100.0,100.0,80.0,94.0,,,,11.0,46,112,70.51,,5922,4.98
280,2022-10-11,58.0,65.0,47.0,54.0,69.0,50.0,67.0,46.0,6.666666666666667,30240.0,6240.0,1.0,16800.0,3600.0,46,79.0,210.0,13470.0,1.02,9.42,50.97,46.0,60.0,-0.16,-0.14,12.5,65,100,100,25,40,30,4,2028,79,34,2100,27780,300,0,0,56220,1.125,0,70.0,46.0,46.0,None,86,99.0,100.0,80.0,91.0,,,,11.0,46,112,70.51,,5922,4.98
281,2022-10-12,68.0,75.0,68.0,99.0,55.0,62.0,81.0,19.0,7.416666666666667,36720.0,10020.0,1.4416666666666667,13320.0,8190.0,33,73.0,510.0,15660.0,1.65,11.85,50.89,45.0,67.0,0.14,0.01,12.625,63,100,100,25,40,15,7,2011,185,106,3240,35700,420,0,0,47040,1.09375,0,77.0,64.0,53.0,None,86,93.0,100.0,84.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
282,2022-10-13,63.0,71.0,43.0,96.0,62.0,53.0,81.0,17.0,7.058333333333334,33600.0,8190.0,0.9083333333333333,15480.0,6660.0,45,76.0,510.0,15390.0,1.93,11.27,54.12,50.0,63.0,0.15,0.13,12.75,51,100,100,1,1,7,41,2053,131,746,3360,34560,660,540,0,47280,1.125,0,71.0,55.0,57.0,None,85,92.0,70.0,85.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
283,2022-10-14,74.0,84.0,72.0,100.0,76.0,57.0,97.0,16.0,8.016666666666667,35160.0,6300.0,1.5166666666666666,13590.0,9810.0,38,82.0,960.0,17280.0,1.48,11.25,49.63,45.0,73.0,-0.14,0.08,11.875,50,100,95,1,1,7,12,2026,318,158,11040,33660,900,0,0,40800,1.09375,1,82.0,74.0,64.0,None,85,100.0,100.0,87.0,100.0,,,,11.0,46,112,70.51,,5922,4.98
284,2022-10-15,60.0,70.0,54.0,62.0,76.0,53.0,70.0,16.0,7.041666666666667,30780.0,5430.0,1.15,17160.0,4050.0,40,82.0,240.0,15690.0,1.92,10.47,51.07,47.0,64.0,-0.14,-0.02,11.875,51,100,100,1,1,6,16,2040,338,221,6660,29820,1080,0,0,48840,1.125,0,78.0,49.0,67.0,None,84,100.0,96.0,87.0,99.0,,,,11.0,46,112,70.51,,5922,4.98
285,2022-10-16,65.0,72.0,70.0,98.0,67.0,57.0,81.0,1.0,7.141666666666667,33000.0,7290.0,1.4833333333333334,12750.0,7620.0,35,78.0,480.0,15660.0,3.5,12.67,51.56,47.0,63.0,-0.17,-0.1,11.875,51,100,100,1,1,7,21,2018,382,337,3900,41400,840,120,0,40140,1.09375,0,79.0,58.0,69.0,None,83,99.0,96.0,87.0,90.0,,,,11.0,46,112,70.51,,5922,4.98
